"DRIVERSTANDINGSID","RACEID","DRIVERID","POINTS","POSITION","POSITIONTEXT","WINS","YEAR","ROUND","NAME","DRIVERREF","FINAL","DRIVER_POSITION_BEFORE_RACE","DRIVER_POINTS_BEFORE_RACE","POSITION_POINTS_BEFORE_RACE","POINTS_OF_LOWER_POSITION","POINTS_OF_LOWER_POSITION_BEFORE_RACE","DELTA_POINTS_TO_LOWER_POSITION","DELTA_POINTS_TO_LOWER_POSITION_BEFORE_RACE","CHANGE_DELTA_BEFORE_AND_AFTER_RACE"
54163,627,278,9,9,"9",0,1972,8,"German Grand Prix","amon","N",8,9,7,9,5,0,2,-2
54160,627,289,2,18,"18",0,1972,8,"German Grand Prix","hill","N",17,1,1,1,0,1,1,0
54157,627,309,10,6,"6",0,1972,8,"German Grand Prix","revson","N",5,10,9,9,9,1,0,1
54152,627,337,0,23,"23",0,1972,8,"German Grand Prix","marko","N",23,0,0,0,0,0,0,0
54149,627,199,0,21,"21",0,1972,8,"German Grand Prix","reutemann","N",20,0,0,0,0,0,0,0
54146,627,223,13,5,"5",0,1972,8,"German Grand Prix","regazzoni","N",9,7,10,10,9,3,1,2
54213,628,262,0,33,"33",0,1972,9,"Austrian Grand Prix","oliver","N",33,0,0,0,0,0,0,0
54211,628,221,0,32,"32",0,1972,9,"Austrian Grand Prix","depailler","N",32,0,0,0,0,0,0,0
54208,628,329,0,25,"25",0,1972,9,"Austrian Grand Prix","beuttler","N",25,0,0,0,0,0,0,0
54202,628,340,0,30,"30",0,1972,9,"Austrian Grand Prix","love","N",29,0,0,0,0,0,0,0
54196,628,289,2,18,"18",0,1972,9,"Austrian Grand Prix","hill","N",18,2,2,1,1,1,1,0
54193,628,309,14,5,"5",0,1972,9,"Austrian Grand Prix","revson","N",6,10,13,13,10,1,3,-2
54190,628,224,52,1,"1",4,1972,9,"Austrian Grand Prix","emerson_fittipaldi","N",1,43,43,27,27,25,16,9
54187,628,307,4,12,"12",0,1972,9,"Austrian Grand Prix","ganley","N",14,3,4,4,3,0,1,-1
54181,628,235,25,4,"4",1,1972,9,"Austrian Grand Prix","ickx","N",3,25,21,14,13,11,8,3
54253,629,341,0,32,"32",0,1972,10,"Italian Grand Prix","surtees","N",,,0,0,0,0,0,0
51314,706,406,0,20,"20",0,1965,8,"Italian Grand Prix","hawkins","N",18,0,0,0,0,0,0,0
51311,706,328,33,3,"3",1,1965,8,"Italian Grand Prix","stewart","N",3,25,25,17,17,16,8,8
51408,707,382,0,27,"27",0,1965,9,"United States Grand Prix","solana","N",30,0,0,0,0,0,0,0
51402,707,425,0,28,"28",0,1965,9,"United States Grand Prix","vaccarella","N",25,0,0,0,0,0,0,0
51395,707,278,0,33,"33",0,1965,9,"United States Grand Prix","amon","N",29,0,0,0,0,0,0,0
51388,707,370,1,15,"15",0,1965,9,"United States Grand Prix","attwood","N",14,1,0,0,0,1,0,1
51385,707,416,0,52,"52",0,1965,9,"United States Grand Prix","clapham","N",49,0,0,0,0,0,0,0
51383,707,293,0,50,"50",0,1965,9,"United States Grand Prix","charlton","N",47,0,0,0,,0,,
51382,707,334,0,49,"49",0,1965,9,"United States Grand Prix","pretorius","N",46,0,0,0,0,0,0,0
51381,707,414,0,48,"48",0,1965,9,"United States Grand Prix","puzey","N",45,0,0,0,0,0,0,0
51380,707,413,0,47,"47",0,1965,9,"United States Grand Prix","pieterse","N",44,0,0,0,0,0,0,0
51379,707,412,0,46,"46",0,1965,9,"United States Grand Prix","niemann","N",43,0,0,0,0,0,0,0
51376,707,409,0,39,"39",0,1965,9,"United States Grand Prix","blokdyk","N",36,0,0,0,0,0,0,0
51375,707,364,19,4,"4",0,1965,9,"United States Grand Prix","gurney","N",5,13,17,17,13,2,4,-2
51374,707,340,0,38,"38",0,1965,9,"United States Grand Prix","love","N",35,0,0,0,0,0,0,0
51372,707,347,0,16,"16",0,1965,9,"United States Grand Prix","bonnier","N",15,0,0,0,0,0,0,0
51371,707,383,0,19,"19",0,1965,9,"United States Grand Prix","anderson","N",18,0,0,0,0,0,0,0
51370,707,385,13,6,"6",0,1965,9,"United States Grand Prix","bandini","N",6,10,10,10,10,3,0,3
51369,707,407,0,32,"32",0,1965,9,"United States Grand Prix","prophet","N",28,0,0,0,0,0,0,0
51368,707,368,0,31,"31",0,1965,9,"United States Grand Prix","tingle","N",27,0,0,0,0,0,0,0
51366,707,408,0,25,"25",0,1965,9,"United States Grand Prix","maggs","N",23,0,0,0,0,0,0,0
51364,707,406,0,21,"21",0,1965,9,"United States Grand Prix","hawkins","N",20,0,0,0,0,0,0,0
51362,707,346,2,13,"13",0,1965,9,"United States Grand Prix","siffert","N",12,2,2,2,1,0,1,-1
51359,707,374,6,9,"9",0,1965,9,"United States Grand Prix","spence","N",8,6,5,5,5,1,0,1
51356,707,373,54,1,"1",6,1965,9,"United States Grand Prix","clark","N",1,54,54,40,34,14,20,-6
51460,708,396,0,23,"23",0,1965,10,"Mexican Grand Prix","bondurant","Y",22,0,0,0,0,0,0,0
51457,708,394,0,41,"41",0,1965,10,"Mexican Grand Prix","baghetti","Y",40,0,0,0,0,0,0,0
51454,708,424,0,30,"30",0,1965,10,"Mexican Grand Prix","bussinello","Y",30,0,0,0,0,0,0,0
51448,708,278,0,33,"33",0,1965,10,"Mexican Grand Prix","amon","Y",33,0,0,0,0,0,0,0
51445,708,376,0,28,"28",0,1965,10,"Mexican Grand Prix","bianchi","Y",26,0,0,0,0,0,0,0
51437,708,415,0,52,"52",0,1965,10,"Mexican Grand Prix","reed","Y",51,0,0,0,0,0,0,0
51434,708,414,0,49,"49",0,1965,10,"Mexican Grand Prix","puzey","Y",48,0,0,0,0,0,0,0
51431,708,411,0,46,"46",0,1965,10,"Mexican Grand Prix","serrurier","Y",45,0,0,0,0,0,0,0
51428,708,364,25,4,"4",0,1965,10,"Mexican Grand Prix","gurney","Y",4,19,19,17,17,8,2,6
51425,708,347,0,17,"17",0,1965,10,"Mexican Grand Prix","bonnier","Y",16,0,0,0,0,0,0,0
51422,708,407,0,32,"32",0,1965,10,"Mexican Grand Prix","prophet","Y",32,0,0,0,0,0,0,0
51419,708,408,0,26,"26",0,1965,10,"Mexican Grand Prix","maggs","Y",25,0,0,0,0,0,0,0
51413,708,360,10,9,"9",0,1965,10,"Mexican Grand Prix","mclaren","Y",7,10,6,9,5,1,1,0
51410,708,341,17,5,"5",0,1965,10,"Mexican Grand Prix","surtees","Y",5,17,17,13,13,4,4,0
50733,709,360,0,14,"14",0,1964,1,"Monaco Grand Prix","mclaren","N",9,10,2,0,2,0,0,0
50730,709,364,0,11,"11",0,1964,1,"Monaco Grand Prix","gurney","N",4,25,5,0,5,0,0,0
50724,709,347,2,5,"5",0,1964,1,"Monaco Grand Prix","bonnier","N",17,0,17,1,13,1,4,-3
50721,709,386,6,2,"2",0,1964,1,"Monaco Grand Prix","ginther","N",7,11,40,4,33,2,7,-5
50765,710,408,0,20,"20",0,1964,2,"Dutch Grand Prix","maggs","N",23,0,0,0,0,0,0,0
50763,710,429,0,24,"24",0,1964,2,"Dutch Grand Prix","andre_pilette","N",21,0,0,,0,,0,
50762,710,404,0,23,"23",0,1964,2,"Dutch Grand Prix","ireland","N",20,0,0,0,,0,,
50760,710,309,0,21,"21",0,1964,2,"Dutch Grand Prix","revson","N",18,0,0,0,0,0,0,0
50743,710,289,12,2,"2",1,1964,2,"Dutch Grand Prix","hill","N",1,9,6,8,4,4,2,2
50788,711,394,0,15,"15",0,1964,3,"Belgian Grand Prix","baghetti","N",14,0,0,0,0,0,0,0
50785,711,428,0,24,"24",0,1964,3,"Belgian Grand Prix","collomb","N",22,0,0,,,,,
50782,711,401,0,13,"13",0,1964,3,"Belgian Grand Prix","trevor_taylor","N",18,0,0,0,0,0,0,0
50773,711,383,1,10,"10",0,1964,3,"Belgian Grand Prix","anderson","N",8,1,0,1,0,0,0,0
50770,711,373,21,1,"1",2,1964,3,"Belgian Grand Prix","clark","N",1,12,12,14,12,7,0,7
50767,711,289,14,2,"2",1,1964,3,"Belgian Grand Prix","hill","N",2,12,12,9,8,5,4,1
50810,712,404,0,18,"18",0,1964,4,"French Grand Prix","ireland","N",18,0,0,0,0,0,0,0
50804,712,360,7,7,"7",0,1964,4,"French Grand Prix","mclaren","N",5,6,4,6,2,1,2,-1
50801,712,364,10,5,"5",1,1964,4,"French Grand Prix","gurney","N",12,1,6,8,6,2,0,2
50798,712,346,0,16,"16",0,1964,4,"French Grand Prix","siffert","N",16,0,0,0,0,0,0,0
50795,712,347,2,9,"9",0,1964,4,"French Grand Prix","bonnier","N",8,2,2,2,1,0,1,-1
50793,712,397,11,4,"4",0,1964,4,"French Grand Prix","arundell","N",4,8,8,10,6,1,2,-1
50843,713,370,0,29,"29",0,1964,5,"British Grand Prix","attwood","N",16,2,0,,0,,0,
50834,713,404,0,19,"19",0,1964,5,"British Grand Prix","ireland","N",18,0,0,0,0,0,0,0
50828,713,360,7,8,"8",0,1964,5,"British Grand Prix","mclaren","N",7,7,6,2,2,5,4,1
50822,713,346,0,17,"17",0,1964,5,"British Grand Prix","siffert","N",16,0,0,0,0,0,0,0
50819,713,347,2,10,"10",0,1964,5,"British Grand Prix","bonnier","N",9,2,2,2,1,0,1,-1
50816,713,386,11,3,"3",0,1964,5,"British Grand Prix","ginther","N",3,11,11,11,11,0,0,0
50875,714,431,0,28,"28",0,1964,6,"German Grand Prix","barth","N",,,0,0,0,0,0,0
50872,714,370,0,32,"32",0,1964,6,"German Grand Prix","attwood","N",29,0,0,,0,,0,
50869,714,399,0,25,"25",0,1964,6,"German Grand Prix","taylor","N",21,0,0,0,0,0,0,0
52905,657,340,0,18,"18",0,1969,2,"Spanish Grand Prix","love","N",16,0,0,0,,0,,
52899,657,358,0,15,"15",0,1969,2,"Spanish Grand Prix","rindt","N",10,0,0,0,0,0,0,0
52893,657,346,3,6,"6",0,1969,2,"Spanish Grand Prix","siffert","N",4,3,1,2,0,1,1,0
52925,658,235,1,10,"10",0,1969,3,"Monaco Grand Prix","ickx","N",8,1,0,0,0,1,0,1
52922,658,356,0,16,"16",0,1969,3,"Monaco Grand Prix","jack_brabham","N",13,0,0,0,0,0,0,0
52920,658,345,0,14,"14",0,1969,3,"Monaco Grand Prix","rodriguez","N",11,0,0,0,0,0,0,0
52917,658,362,0,17,"17",0,1969,3,"Monaco Grand Prix","klerk","N",14,0,0,0,0,0,0,0
52914,658,306,5,7,"7",0,1969,3,"Monaco Grand Prix","beltoise","N",5,5,2,3,1,2,1,1
52910,658,289,15,2,"2",1,1969,3,"Monaco Grand Prix","hill","N",4,6,8,10,7,5,1,4
52909,658,328,18,1,"1",2,1969,3,"Monaco Grand Prix","stewart","N",1,18,18,15,8,3,10,-7
52952,659,351,0,19,"19",0,1969,4,"Dutch Grand Prix","moser","N",19,0,0,0,0,0,0,0
52949,659,361,6,6,"6",0,1969,4,"Dutch Grand Prix","courage","N",6,6,6,5,5,1,1,0
52948,659,369,0,22,"22",0,1969,4,"Dutch Grand Prix","rooyen","N",22,0,0,,,,,
52947,659,235,3,10,"10",0,1969,4,"Dutch Grand Prix","ickx","N",10,1,1,2,0,1,1,0
52946,659,340,0,21,"21",0,1969,4,"Dutch Grand Prix","love","N",21,0,0,0,0,0,0,0
52945,659,207,0,20,"20",0,1969,4,"Dutch Grand Prix","mario_andretti","N",20,0,0,0,0,0,0,0
52944,659,356,1,12,"12",0,1969,4,"Dutch Grand Prix","jack_brabham","N",16,0,0,0,0,1,0,1
52939,659,362,0,17,"17",0,1969,4,"Dutch Grand Prix","klerk","N",17,0,0,0,0,0,0,0
52937,659,262,0,14,"14",0,1969,4,"Dutch Grand Prix","oliver","N",11,0,0,0,0,0,0,0
52936,659,306,5,7,"7",0,1969,4,"Dutch Grand Prix","beltoise","N",7,5,5,4,3,1,2,-1
52935,659,360,10,5,"5",0,1969,4,"Dutch Grand Prix","mclaren","N",3,10,7,6,6,4,1,3
52933,659,304,11,4,"4",0,1969,4,"Dutch Grand Prix","hulme","N",4,8,8,10,7,1,1,0
52931,659,328,27,1,"1",3,1969,4,"Dutch Grand Prix","stewart","N",1,18,18,15,15,12,3,9
52975,660,357,0,20,"20",0,1969,5,"French Grand Prix","miles","N",19,2,0,0,0,0,0,0
52973,660,350,2,11,"11",0,1969,5,"French Grand Prix","elford","N",13,0,2,2,1,0,1,-1
52971,660,361,6,8,"8",0,1969,5,"French Grand Prix","courage","N",6,6,4,4,3,2,1,1
52962,660,358,0,19,"19",0,1969,5,"French Grand Prix","rindt","N",18,0,0,0,0,0,0,0
52959,660,262,0,15,"15",0,1969,5,"French Grand Prix","oliver","N",14,0,0,0,0,0,0,0
52956,660,346,13,3,"3",0,1969,5,"French Grand Prix","siffert","N",3,13,13,13,11,0,2,-2
52953,660,328,36,1,"1",4,1969,5,"French Grand Prix","stewart","N",1,27,27,16,15,20,12,8
52999,661,347,0,22,"22",0,1969,6,"British Grand Prix","bonnier","N",36,0,0,0,0,0,0,0
52996,661,350,3,12,"12",0,1969,6,"British Grand Prix","elford","N",11,2,2,2,1,1,1,0
52993,661,369,0,25,"25",0,1969,6,"British Grand Prix","rooyen","N",23,0,1,,0,,1,
52990,661,207,0,21,"21",0,1969,6,"British Grand Prix","mario_andretti","N",21,0,0,0,0,0,0,0
52984,661,362,0,20,"20",0,1969,6,"British Grand Prix","klerk","N",18,0,0,0,0,0,0,0
52981,661,306,11,6,"6",0,1969,6,"British Grand Prix","beltoise","N",5,11,11,11,7,0,4,-4
53025,662,321,0,23,"23",0,1969,7,"German Grand Prix","bell","N",23,0,0,0,0,0,0,0
53023,662,357,0,18,"18",0,1969,7,"German Grand Prix","miles","N",18,0,0,0,0,0,0,0
53020,662,370,3,11,"11",0,1969,7,"German Grand Prix","attwood","N",11,3,3,3,3,0,0,0
53017,662,235,22,2,"2",1,1969,7,"German Grand Prix","ickx","N",5,13,17,21,16,1,1,0
53008,662,368,0,17,"17",0,1969,7,"German Grand Prix","tingle","N",17,0,0,0,0,0,0,0
53005,662,360,21,3,"3",0,1969,7,"German Grand Prix","mclaren","N",2,17,16,19,13,2,3,-1
53002,662,289,19,4,"4",1,1969,7,"German Grand Prix","hill","N",3,16,13,15,13,4,0,4
53047,663,351,0,17,"17",0,1969,8,"Italian Grand Prix","moser","N",16,0,0,0,0,0,0,0
53038,663,278,4,10,"10",0,1969,8,"Italian Grand Prix","amon","N",9,4,3,3,3,1,0,1
53032,663,262,0,16,"16",0,1969,8,"Italian Grand Prix","oliver","N",15,0,0,0,0,0,0,0
53026,663,328,60,1,"1",6,1969,8,"Italian Grand Prix","stewart","N",1,51,51,24,22,36,29,7
53077,664,353,0,19,"19",0,1969,9,"Canadian Grand Prix","lovely","N",34,0,0,0,0,0,0,0
53075,664,321,0,26,"26",0,1969,9,"Canadian Grand Prix","bell","N",23,0,0,0,0,0,0,0
53069,664,361,10,9,"9",0,1969,9,"Canadian Grand Prix","courage","N",8,10,9,7,4,3,5,-2
53066,664,340,0,27,"27",0,1969,9,"Canadian Grand Prix","love","N",24,0,0,0,0,0,0,0
53060,664,358,13,7,"7",0,1969,9,"Canadian Grand Prix","rindt","N",9,9,11,11,10,2,1,1
53057,664,262,0,17,"17",0,1969,9,"Canadian Grand Prix","oliver","N",16,0,0,0,0,0,0,0
53054,664,346,15,6,"6",0,1969,9,"Canadian Grand Prix","siffert","N",6,15,15,13,11,2,4,-2
53107,665,343,0,22,"22",0,1969,10,"United States Grand Prix","brack","N",22,0,0,0,0,0,0,0
53103,665,347,0,24,"24",0,1969,10,"United States Grand Prix","bonnier","N",24,0,0,0,0,0,0,0
53097,665,369,0,30,"30",0,1969,10,"United States Grand Prix","rooyen","N",29,0,0,,0,,0,
53094,665,207,0,26,"26",0,1969,10,"United States Grand Prix","mario_andretti","N",25,0,0,0,0,0,0,0
53087,665,368,0,20,"20",0,1969,10,"United States Grand Prix","tingle","N",20,0,0,0,0,0,0,0
53084,665,360,26,3,"3",0,1969,10,"United States Grand Prix","mclaren","N",3,26,26,22,19,4,7,-3
53081,665,289,19,5,"5",1,1969,10,"United States Grand Prix","hill","N",4,19,19,19,15,0,4,-4
53138,666,372,0,29,"29",0,1969,11,"Mexican Grand Prix","cordts","Y",29,0,0,0,0,0,0,0
53135,666,359,1,18,"18",0,1969,11,"Mexican Grand Prix","gavin","Y",17,1,0,0,0,1,0,1
53126,666,235,37,2,"2",2,1969,11,"Mexican Grand Prix","ickx","Y",2,31,31,26,26,11,5,6
53123,666,356,14,10,"10",0,1969,11,"Mexican Grand Prix","jack_brabham","Y",10,10,10,6,6,8,4,4
53120,666,341,6,11,"11",0,1969,11,"Mexican Grand Prix","surtees","Y",11,6,6,4,4,2,2,0
53118,666,362,0,23,"23",0,1969,11,"Mexican Grand Prix","klerk","Y",23,0,0,0,0,0,0,0
53115,666,306,21,5,"5",0,1969,11,"Mexican Grand Prix","beltoise","Y",6,19,19,20,19,1,0,1
53112,666,304,20,6,"6",1,1969,11,"Mexican Grand Prix","hulme","Y",9,11,19,19,16,1,3,-2
53554,667,375,0,23,"23",0,1968,1,"South African Grand Prix","scarfiotti","N",,,0,,0,,0,
53544,667,347,0,13,"13",0,1968,1,"South African Grand Prix","bonnier","N",25,0,3,0,3,0,0,0
53534,667,358,4,3,"3",0,1968,1,"South African Grand Prix","rindt","N",4,22,26,3,22,1,4,-3
53579,668,361,0,13,"13",0,1968,2,"Spanish Grand Prix","courage","N",8,16,0,0,0,0,0,0
53576,668,293,0,25,"25",0,1968,2,"Spanish Grand Prix","charlton","N",22,0,0,,0,,0,
53573,668,333,0,23,"23",0,1968,2,"Spanish Grand Prix","adamich","N",19,0,0,0,,0,,
53570,668,369,0,22,"22",0,1968,2,"Spanish Grand Prix","rooyen","N",16,0,0,0,0,0,0,0
53567,668,347,0,18,"18",0,1968,2,"Spanish Grand Prix","bonnier","N",13,0,0,0,0,0,0,0
53564,668,334,0,14,"14",0,1968,2,"Spanish Grand Prix","pretorius","N",10,0,0,0,0,0,0,0
55827,602,275,0,56,"56",0,1974,13,"Italian Grand Prix","lombardi","N",55,0,0,0,0,0,0,0
55826,602,321,0,30,"30",0,1974,13,"Italian Grand Prix","bell","N",30,0,0,0,0,0,0,0
55824,602,320,0,49,"49",0,1974,13,"Italian Grand Prix","gethin","N",49,0,0,0,0,0,0,0
55823,602,319,0,51,"51",0,1974,13,"Italian Grand Prix","dolhem","N",53,0,0,0,0,0,0,0
55822,602,219,0,52,"52",0,1974,13,"Italian Grand Prix","jabouille","N",51,0,0,0,0,0,0,0
55821,602,318,0,50,"50",0,1974,13,"Italian Grand Prix","roos","N",50,0,0,0,0,0,0,0
55820,602,317,0,41,"41",0,1974,13,"Italian Grand Prix","wisell","N",41,0,0,0,0,0,0,0
55819,602,316,0,45,"45",0,1974,13,"Italian Grand Prix","kinnunen","N",44,0,0,0,0,0,0,0
55818,602,315,0,47,"47",0,1974,13,"Italian Grand Prix","larrousse","N",47,0,0,0,0,0,0,0
55816,602,269,0,39,"39",0,1974,13,"Italian Grand Prix","pilette","N",39,0,0,0,0,0,0,0
55813,602,313,0,26,"26",0,1974,13,"Italian Grand Prix","opel","N",26,0,0,0,0,0,0,0
55811,602,314,0,29,"29",0,1974,13,"Italian Grand Prix","schenken","N",29,0,0,0,0,0,0,0
55810,602,312,0,23,"23",0,1974,13,"Italian Grand Prix","redman","N",22,0,0,0,0,0,0,0
55809,602,311,0,25,"25",0,1974,13,"Italian Grand Prix","belso","N",25,0,0,0,0,0,0,0
55808,602,310,0,48,"48",0,1974,13,"Italian Grand Prix","driver","N",48,0,0,0,0,0,0,0
55807,602,293,0,40,"40",0,1974,13,"Italian Grand Prix","charlton","N",40,0,0,0,0,0,0,0
55806,602,292,0,36,"36",0,1974,13,"Italian Grand Prix","keizan","N",36,0,0,0,0,0,0,0
55805,602,251,0,31,"31",0,1974,13,"Italian Grand Prix","ian_scheckter","N",31,0,0,0,0,0,0,0
55801,602,200,0,33,"33",0,1974,13,"Italian Grand Prix","mass","N",33,0,0,0,0,0,0,0
55798,602,250,5,15,"15",0,1974,13,"Italian Grand Prix","pace","N",16,3,4,4,3,1,1,0
55796,602,296,0,32,"32",0,1974,13,"Italian Grand Prix","migault","N",32,0,0,0,0,0,0,0
55790,602,187,4,16,"16",0,1974,13,"Italian Grand Prix","watson","N",15,4,3,4,1,0,2,-2
55787,602,280,0,27,"27",0,1974,13,"Italian Grand Prix","pescarolo","N",27,0,0,0,0,0,0,0
55899,603,326,0,54,"54",0,1974,14,"Canadian Grand Prix","wietzes","N",,,0,0,0,0,0,0
55896,603,325,0,58,"58",0,1974,14,"Canadian Grand Prix","facetti","N",54,0,0,0,0,0,0,0
55893,603,323,0,29,"29",0,1974,14,"Canadian Grand Prix","quester","N",28,0,0,0,0,0,0,0
55890,603,172,0,42,"42",0,1974,14,"Canadian Grand Prix","laffite","N",43,0,0,0,0,0,0,0
55884,603,259,0,57,"57",0,1974,14,"Canadian Grand Prix","purley","N",53,0,0,0,0,0,0,0
55881,603,219,0,56,"56",0,1974,14,"Canadian Grand Prix","jabouille","N",52,0,0,0,0,0,0,0
55878,603,316,0,49,"49",0,1974,14,"Canadian Grand Prix","kinnunen","N",45,0,0,0,0,0,0,0
55875,603,269,0,44,"44",0,1974,14,"Canadian Grand Prix","pilette","N",39,0,0,0,0,0,0,0
55872,603,313,0,27,"27",0,1974,14,"Canadian Grand Prix","opel","N",26,0,0,0,0,0,0,0
55869,603,312,0,23,"23",0,1974,14,"Canadian Grand Prix","redman","N",23,0,0,0,0,0,0,0
55860,603,200,0,37,"37",0,1974,14,"Canadian Grand Prix","mass","N",33,0,0,0,0,0,0,0
55857,603,250,5,15,"15",0,1974,14,"Canadian Grand Prix","pace","N",15,5,5,4,4,1,1,0
55855,603,296,0,36,"36",0,1974,14,"Canadian Grand Prix","migault","N",32,0,0,0,0,0,0,0
55852,603,235,12,9,"9",0,1974,14,"Canadian Grand Prix","ickx","N",8,12,12,12,11,0,1,-1
55849,603,187,4,16,"16",0,1974,14,"Canadian Grand Prix","watson","N",16,4,4,4,4,0,0,0
55846,603,280,0,28,"28",0,1974,14,"Canadian Grand Prix","pescarolo","N",27,0,0,0,0,0,0,0
55843,603,221,13,8,"8",0,1974,14,"Canadian Grand Prix","depailler","N",10,11,12,12,12,1,0,1
55958,604,325,0,59,"59",0,1974,15,"United States Grand Prix","facetti","Y",58,0,0,0,0,0,0,0
55951,604,270,0,39,"39",0,1974,15,"United States Grand Prix","ashley","Y",38,0,0,0,0,0,0,0
55944,604,319,0,49,"49",0,1974,15,"United States Grand Prix","dolhem","Y",55,0,0,0,0,0,0,0
55941,604,317,0,48,"48",0,1974,15,"United States Grand Prix","wisell","Y",46,0,0,0,0,0,0,0
55938,604,252,1,19,"19",0,1974,15,"United States Grand Prix","pryce","Y",19,1,1,1,1,0,0,0
55934,604,313,0,28,"28",0,1974,15,"United States Grand Prix","opel","Y",27,0,0,0,0,0,0,0
55925,604,230,1,20,"20",0,1974,15,"United States Grand Prix","brambilla","Y",20,1,1,0,0,1,1,0
55918,604,222,45,3,"3",2,1974,15,"United States Grand Prix","scheckter","Y",3,45,45,38,38,7,7,0
55912,604,238,35,5,"5",3,1974,15,"United States Grand Prix","peterson","Y",5,35,35,32,23,3,12,-9
55908,604,280,0,29,"29",0,1974,15,"United States Grand Prix","pescarolo","Y",28,0,0,0,0,0,0,0
55902,604,223,52,2,"2",1,1974,15,"United States Grand Prix","regazzoni","Y",2,52,52,45,45,7,7,0
54800,605,330,0,19,"19",0,1973,1,"Argentine Grand Prix","galli","N",,,1,,1,,0,
54794,605,307,0,13,"13",0,1973,1,"Argentine Grand Prix","ganley","N",26,0,10,0,6,0,4,-4
54791,605,329,0,10,"10",0,1973,1,"Argentine Grand Prix","beuttler","N",,,12,0,12,0,0,0
54788,605,223,0,7,"7",0,1973,1,"Argentine Grand Prix","regazzoni","N",2,52,20,0,15,0,5,-5
54785,605,235,3,4,"4",0,1973,1,"Argentine Grand Prix","ickx","N",10,12,38,2,35,1,3,-2
54814,606,238,0,18,"18",0,1973,2,"Brazilian Grand Prix","peterson","N",14,0,0,0,0,0,0,0
54811,606,197,0,16,"16",0,1973,2,"Brazilian Grand Prix","jarier","N",11,0,0,0,0,0,0,0
54808,606,309,0,11,"11",0,1973,2,"Brazilian Grand Prix","revson","N",8,0,0,0,0,0,0,0
54805,606,304,6,4,"4",0,1973,2,"Brazilian Grand Prix","hulme","N",5,2,3,5,2,1,1,0
54846,607,262,0,26,"26",0,1973,3,"South African Grand Prix","oliver","N",31,0,0,0,0,0,0,0
54843,607,222,0,16,"16",0,1973,3,"South African Grand Prix","scheckter","N",3,45,0,0,0,0,0,0
54839,607,330,0,15,"15",0,1973,3,"South African Grand Prix","galli","N",12,0,0,0,0,0,0,0
54836,607,199,0,12,"12",0,1973,3,"South African Grand Prix","reutemann","N",14,0,0,0,0,0,0,0
54833,607,307,0,11,"11",0,1973,3,"South African Grand Prix","ganley","N",9,0,0,0,0,0,0,0
54826,607,290,1,9,"9",0,1973,3,"South African Grand Prix","wilson_fittipaldi","N",8,1,0,1,0,0,0,0
54823,607,328,19,2,"2",1,1973,3,"South African Grand Prix","stewart","N",2,10,10,8,6,11,4,7
54876,608,289,0,26,"26",0,1973,4,"Spanish Grand Prix","hill","N",18,1,0,0,0,0,0,0
54870,608,222,0,19,"19",0,1973,4,"Spanish Grand Prix","scheckter","N",16,0,0,0,0,0,0,0
54864,608,305,0,25,"25",0,1973,4,"Spanish Grand Prix","hailwood","N",24,0,0,0,0,0,0,0
54863,608,199,0,14,"14",0,1973,4,"Spanish Grand Prix","reutemann","N",12,0,0,0,0,0,0,0
54861,608,238,0,20,"20",0,1973,4,"Spanish Grand Prix","peterson","N",18,0,0,0,0,0,0,0
54860,608,307,0,12,"12",0,1973,4,"Spanish Grand Prix","ganley","N",11,0,0,0,0,0,0,0
54859,608,306,2,9,"9",0,1973,4,"Spanish Grand Prix","beltoise","N",21,0,1,1,1,1,0,1
54857,608,329,0,13,"13",0,1973,4,"Spanish Grand Prix","beuttler","N",17,0,0,0,0,0,0,0
54856,608,232,6,6,"6",0,1973,4,"Spanish Grand Prix","merzario","N",6,6,6,5,5,1,1,0
54854,608,223,1,10,"10",0,1973,4,"Spanish Grand Prix","regazzoni","N",8,1,1,1,0,0,1,-1
54853,608,290,1,11,"11",0,1973,4,"Spanish Grand Prix","wilson_fittipaldi","N",9,1,0,0,0,1,0,1
54851,608,235,5,8,"8",0,1973,4,"Spanish Grand Prix","ickx","N",7,5,1,2,1,3,0,3
54906,609,278,1,14,"14",0,1973,5,"Belgian Grand Prix","amon","N",30,0,0,0,0,1,0,1
54903,609,293,0,30,"30",0,1973,5,"Belgian Grand Prix","charlton","N",29,0,0,,0,,0,
54902,609,262,0,29,"29",0,1973,5,"Belgian Grand Prix","oliver","N",28,0,0,0,,0,,
54901,609,334,0,28,"28",0,1973,5,"Belgian Grand Prix","pretorius","N",27,0,0,0,0,0,0,0
54898,609,333,3,9,"9",0,1973,5,"Belgian Grand Prix","adamich","N",16,0,2,2,1,1,1,0
54895,609,330,0,20,"20",0,1973,5,"Belgian Grand Prix","galli","N",18,0,0,0,0,0,0,0
54892,609,199,0,17,"17",0,1973,5,"Belgian Grand Prix","reutemann","N",14,0,0,0,0,0,0,0
54889,609,307,0,16,"16",0,1973,5,"Belgian Grand Prix","ganley","N",12,0,0,0,0,0,0,0
54886,609,329,0,15,"15",0,1973,5,"Belgian Grand Prix","beuttler","N",13,0,0,0,0,0,0,0
54880,609,235,5,8,"8",0,1973,5,"Belgian Grand Prix","ickx","N",8,5,5,3,2,2,3,-1
